magicnumber_a4a6b25c,data_id,prt_id,prt,lig_id,lig,ff,weight,enepara,nora,norb,ntemp,temp_high,temp_low,tras_scale,rot_scale,n_dump,tag17,steps_total,tag19,sz.n_prt,sz.n_lig,sz.n_tmp,sz.n_rep,sz.prt_npoint,sz.lig_natom,sz.kde_npoint,sz.mcs_nrow,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,tag56
magicnumber_a4a6b25c,33,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1c5cB1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1c5cB1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1c5cB1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,50,1,550,344,22,629,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,34,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1c5xB1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1c5xB1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1c5xB1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,3,1,33,344,13,7528,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,35,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1c83A1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1c83A1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1c83A1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,50,1,550,344,18,273,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,36,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1cbsA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1cbsA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1cbsA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,51,1,561,344,22,520,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,37,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1cf8B1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1cf8B1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1cf8B1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,51,1,561,344,33,862,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,38,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1cilA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1cilA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1cilA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,49,1,539,344,19,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,39,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1cinA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1cinA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1cinA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,5,1,55,344,18,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,40,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1ckpA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1ckpA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1ckpA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,3,1,33,344,18,7976,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,41,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1coyA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1coyA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1coyA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,3,1,33,344,21,338,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,42,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1cttA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1cttA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1cttA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,2,1,22,344,16,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,43,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1d4pB1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1d4pB1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1d4pB1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,51,1,561,344,27,5922,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,44,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1dbbB1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dbbB1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dbbB1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,3,1,33,344,23,2703,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,45,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1dbmB1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dbmB1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dbmB1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,51,1,561,344,31,2133,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,46,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1dg5A1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dg5A1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dg5A1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,44,1,484,344,21,1986,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,47,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1dhfA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dhfA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dhfA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,51,1,561,344,32,1697,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,48,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1didB1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1didB1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1didB1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,3,1,33,344,11,6423,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,49,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1dmpB1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dmpB1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dmpB1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,51,1,561,344,40,2972,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,50,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1dr1A1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dr1A1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dr1A1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,2,1,22,344,17,2213,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,51,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1dwbB1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dwbB1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dwbB1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,2,1,22,344,9,5954,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,52,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1dwcB1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dwcB1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dwcB1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,51,1,561,344,35,5954,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,53,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1dwdB1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dwdB1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dwdB1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,51,1,561,344,37,5954,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,54,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1dy9A1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dy9A1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1dy9A1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,51,1,561,344,35,8204,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,55,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1eapB1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1eapB1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1eapB1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,51,1,561,344,23,796,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,56,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1ebgB1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1ebgB1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1ebgB1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,2,1,22,344,9,1214,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,57,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1eedA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1eedA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1eedA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,51,1,561,344,45,2308,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,58,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1ei1A1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1ei1A1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1ei1A1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,51,1,561,344,31,208,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,59,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1ejnA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1ejnA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1ejnA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,48,1,528,344,25,7528,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,60,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1elaA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1elaA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1elaA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,50,1,550,344,32,7865,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,61,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1elbA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1elbA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1elbA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,50,1,550,344,33,7865,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,62,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1elcA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1elcA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1elcA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,51,1,561,344,36,7865,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,63,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1eldA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1eldA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1eldA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,50,1,550,344,33,7865,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,64,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1eleA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1eleA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1eleA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,50,1,550,344,29,7865,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,65,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1epbA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1epbA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1epbA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,47,1,517,344,22,1699,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magicnumber_a4a6b25c,66,1a07C,/home/yfang11/work2/geauxdock_cs_v2/data/astex/proteins/1a07C.pdb,1epoA1,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1epoA1.sdf,/home/yfang11/work2/geauxdock_cs_v2/data/astex/ligands/1epoA1-0.8.ff,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08ff_opt,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/paras,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_a,/home/yfang11/work2/geauxdock_cs_v2/data/parameters/08_nor_b,1,0.044,0.036,0.02,0.08,1,0,100,0,11,51,1,561,344,46,2308,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
